coke_pct,hot_blast_temp,oxygen_enrichment,ore_grade,throughput,scrap_ratio,flux_ratio,co2_per_ton
20.618101782710436,1004.6822734943623,31.439917565671855,62.77908344893386,266.08037718421866,11.209224554000954,3.617225286136224,1017.4728836990317
29.260714596148745,998.7915196288,36.10864658599972,57.06863634526199,256.18490132393833,9.987362886942098,1.3201302790637466,1503.6963436388528
25.979909127171076,1262.5018322084147,35.20321859580318,65.46873476025777,78.7262595990073,5.284617375085801,1.969319245814956,1258.489295787315
23.979877262955547,999.8184799398025,23.077998093875472,62.357394868830895,326.77172147174,18.218000103044638,4.0947173859170025,1078.7900952066298
17.34027960663655,1008.7798904514524,22.984989394829476,56.88644660268345,220.5416606470459,14.298724815258867,3.114743414715279,929.4090213380954
17.33991780504304,1203.7593049671855,25.363487354898268,66.54805668977448,159.11765634070525,25.97102976972011,4.711876247148179,838.154204608441
15.871254182522993,1079.895936980216,27.221494526820745,61.22038556002385,276.961575048592,0.9632874144617476,2.715005633365417,869.1508411083604
27.99264218662403,1210.6842227820725,28.169111628169652,55.87478142245986,127.20963752049022,19.31603782665379,4.479249463255693,1264.1593372268387
24.01672517614813,926.1464630257541,33.59394433666691,62.52199485298081,258.05295111389614,22.888466355346832,2.79582174991295,1134.4310272482362
25.621088666940683,1095.0284774693537,21.13360864331671,58.038386884153724,61.91336227167417,22.78459707564921,4.916993114807941,1187.1147189215947
15.308767414437037,913.4454400733131,20.693454084521328,64.64432142252763,301.82241128278156,26.582219012865753,4.839337525595507,791.1063408981786
29.548647782429917,925.0612813821418,27.838211258878182,64.81386488279429,184.45125410639554,21.871012284884824,2.3165468222243213,1434.3335453395737
27.48663961200633,1262.5749813377643,33.94327384275961,66.74736827025595,241.0078743073825,27.83430184943089,4.543694681667213,1175.6078119691986
18.185086660174143,955.6981484470381,23.868706859129652,61.02243437229404,116.3713459420051,9.979697994626743,4.390445496862597,912.7560490697671
17.727374508106507,1112.9682729100869,32.830089625125034,60.459482556732844,253.12211379753438,15.096282502546291,1.8427215893102513,804.423787907375
17.751067647801506,1064.4382410402827,25.19656275880599,64.04170726535777,281.67208276798294,0.42238989848672026,3.4971616031330788,949.118274069519
19.563633644393065,1038.9373305035372,37.721722176270326,56.58964787610312,191.96395606531962,0.20872761909873638,1.2907292623592594,1063.2496585823271
22.871346474483566,1259.933338274909,37.91379888533233,61.562986165517486,235.3180772185383,7.2037986135455965,4.3468428823338465,1055.6354819983603
21.479175279631736,908.7293587101958,25.94574408562653,61.55497120157021,186.89777714671956,3.024215914172558,1.6981835340139861,1072.5175029406114
19.368437102970628,1165.5158744702358,24.599875079264812,56.07367747372464,318.22741077735367,7.806341038072608,1.283258805543058,988.0510220827148
24.17779342083569,1285.3577736854202,28.226079441324625,60.01580902608296,199.36075415429576,5.311298835851922,2.6008763821552447,1198.8358499582148
17.092407909780626,1124.0672733847368,24.810631703602972,65.23941758280642,302.54261270864566,0.8556007451594472,3.307688554398574,876.854328727934
19.382169728028273,1274.7289848132368,33.44767686583407,65.27384346393592,290.4056174810746,27.279124392181483,4.419667834239084,874.8700253138825
20.495427649405375,920.9031517144095,36.521293690965706,56.190851979036175,173.15144640450694,0.24669394166674574,4.8969701020869465,981.2835509470236
21.84104976325554,1067.5173276296646,33.46184261822434,56.08865059297397,119.02534755724251,22.08246433011256,2.7579700502794546,1024.1046478796454
26.777639420895206,1004.0631163848204,36.48700894498699,58.15234572402322,171.8246397679313,4.564436607585495,1.2417876919410809,1296.1334752727614
17.995106732375397,1192.328385992292,27.939843244149483,65.49719275064793,297.8652127325661,27.366888659988,3.9964623161034827,836.7741184739172
22.713516576204174,1292.5188361988987,23.126339414177217,56.54683102088199,118.2897607458177,26.783878187696573,3.2606930248957497,1076.7637964805006
23.886218532930638,1002.6120249776991,34.759018947951844,63.63996163152935,207.3309037573248,19.61703439107772,2.7915653793778525,1126.0562174318154
15.696756190799967,1161.6698405896298,27.209490102831076,56.21398743535724,291.82902438822424,20.167024494018154,2.2370755151687587,760.2108332822934
24.113172778521573,979.239053103896,33.42541650458265,62.477654244973905,156.04324253851365,0.1601742590906563,3.0095941113741427,1119.391787489076
17.557861855309373,1126.132101828644,25.41287883963531,59.27280758942974,242.66289110080922,29.54614698340806,2.3547184178281237,961.1859148933642
15.975773894779193,1085.5729946753345,21.624592696133455,64.4669675555904,123.68947221464435,26.33497810727443,4.028047470989441,857.2653757902539
29.233283058799998,1288.8021318526148,39.85163590975527,57.804285385904365,82.78383361044797,26.85318677190276,3.1755747859705643,1413.6622482019168
29.48448049611839,1143.4109090785867,23.124030158611987,62.67042195267952,288.3152675278569,19.777336111526157,4.507391096616448,1381.5656010246853
27.125960221746915,1039.8025488347275,39.76841987926962,57.82819041491062,79.69058702261205,10.343607859636096,3.1741756585977683,1276.6679340966728
19.56920653760056,945.6383139551733,39.545598651328945,63.563923397345846,131.41441852387538,26.809459472714423,1.9530496533597201,1054.5749137981538
16.46508171009576,960.4987314939738,35.876362078160795,65.48413641472898,306.532826599232,8.745507844535771,4.404367528928578,858.7238991803913
25.263495397682355,990.126771980494,33.18845924163995,56.52162158952112,153.94078612360016,16.881346300266085,3.2288761797201757,1245.270687308107
21.60228740609402,1000.3866645361192,31.556141005021694,65.39914826314605,341.9136048542483,2.991929170316472,1.827364152574245,1060.4054984346117
16.83057352267168,1240.2464231364552,37.322030907556695,62.12290305297157,343.92030043215794,27.658668903982505,3.4940312398248885,675.6327993891624
22.427653651669054,1124.48911531301,25.78879043238976,56.52532589040429,130.482806136067,4.2231137331364,2.43086705976971,1177.553571679549
15.515827816728276,1109.3563645497466,29.35362424969754,60.13050226431655,62.293466674967135,6.7469041719122185,4.377622449168263,833.468299112369
28.63980603118173,945.907548747687,32.387799387330034,56.93032352182117,261.5189852616137,16.74402474384645,2.8131989545861713,1394.8470827010979
18.881699724000253,1244.055877339774,28.22380951738982,63.40417466639883,185.2959507945031,22.922790006389448,3.905765432429667,899.7015325510488
24.937834265309732,1189.1257212833934,28.54972908180536,64.1064176130154,80.22585318787289,18.58053917808897,1.3821448305449486,1166.0473548411874
19.675666141341164,927.0673447600007,26.60569335004169,56.269558243273586,262.25684569341286,6.964017384004685,2.5840973852093847,995.3522754989319
22.801020317667163,1183.1340388919075,31.28463633369072,61.07367823233573,59.35247273357636,0.028291275824710027,4.932965745889595,1119.4121498367642
23.200654190149194,1117.4152869370585,37.01149056030232,64.77550067231101,311.0590071476726,22.714517409223177,4.233841157908593,1033.148430406898
17.772816832882906,932.6901382987113,24.030567560126258,66.23395649861196,91.59575873399112,29.55621977733281,1.6397632094677146,918.8470648534989
29.54376941646838,1083.3202566114626,38.688660775068826,61.16221440090124,88.1935636240175,24.297393609182713,2.1110561979090203,1399.7871089971782
26.626992350416717,1093.8785148520187,33.78175307496459,66.40335068333688,102.70168939057535,13.80619854469846,2.3192632354254443,1230.1843411289528
29.09248412346284,966.3098160653103,36.4654642536006,61.42826764547236,338.07990754761994,27.113017841973196,3.6014622419817828,1393.52005080829
28.422410256414732,1278.279258800113,31.123813852600232,59.73028593519889,257.9508080761538,12.295430193550501,4.027979037958622,1246.8729998528763
23.968499682166275,1239.9901485922646,35.590334028481266,65.17843754263475,290.41146063909105,15.748022527304027,3.998106435231639,1058.0752682400507
28.82811352534675,1167.6089349316433,20.324007946789344,60.91579252549707,169.2904957198259,14.313893021870497,3.0394962252256112,1342.4636033444551
16.327387530778793,1084.918224400243,36.3676084955907,60.662830126774274,150.89381825148666,13.428716179965749,4.243282151352605,876.7610841566752
17.93974293628718,1064.7062166338035,20.80277718170733,60.88374987291794,120.34520203495099,23.255723078817173,2.7483123310299002,814.3238739601691
15.67840933365807,1160.3893868603816,37.79826752725725,65.16142002243694,194.19440849372268,15.80306721808476,1.4955222611822476,813.3248707419195
